ID;Ano Nascimento;Escolaridade;Estado Civil;Salario Anual;Filhos em Casa;Adolescentes em Casa;Data Cadastro;Ano Cadastro;Mes Cadastro;Dias Desde Ultima Compra;Gasto com Eletronicos;Gasto com Brinquedos;Gasto com Moveis;Gasto com Utilidades;Gasto com Alimentos;Gasto com Vestuario;Numero de Compras com Desconto;Numero de Compras na Web;Numero de Compras via Catalogo;Numero de Compras na Loja;Numero Visitas WebSite Mes;Compra na Campanha 1;Compra na Campanha 2;Compra na Campanha 3;Compra na Campanha 4;Compra na Campanha 5;Comprou;Pais;Total Gasto
6303;1986;Doutorado;Casado;91820.0;0;0;2023-04-11;2023;4;72;410;73;747;76;161;30;0;5;5;12;1;0;0;0;0;0;Não;Chile;1497.0
1030;1965;Doutorado;Solteiro;40637.0;1;1;2023-02-07;2023;2;72;22;0;13;0;0;3;2;1;0;3;7;0;0;0;0;0;Não;Espanha;38.0
10364;1959;Curso Superior;Divorciado;23295.0;0;0;2023-07-07;2023;7;72;0;0;1;2;12;5;1;1;0;2;8;0;0;0;0;0;Não;Estados Unidos;20.0
6945;1952;Curso Superior;Solteiro;84574.0;0;0;2020-04-06;2020;4;72;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;Não;Estados Unidos;1375.0
8562;1969;Curso Superior;Casado;54165.0;0;0;2023-01-05;2023;1;72;127;4;73;15;6;11;1;2;1;7;2;0;0;0;0;0;Não;Estados Unidos;236.0
2918;1981;Curso Superior;Divorciado;28510.0;1;1;2023-07-04;2023;7;72;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;Não;Estados Unidos;91.0
9167;1956;Curso Superior;Solteiro;67131.0;0;1;2023-03-03;2023;3;72;465;71;250;93;35;62;3;9;2;12;6;0;0;0;0;0;Não;Estados Unidos;976.0
4743;1969;Doutorado;Solteiro;56242.0;0;1;2020-03-03;2020;3;72;689;8;167;11;8;88;5;8;4;11;6;0;0;0;0;0;Não;Portugal;971.0
10742;1983;Doutorado;Solteiro;86580.0;0;0;2023-03-02;2023;3;72;532;21;127;26;20;20;0;4;2;5;1;0;0;1;0;0;Não;Estados Unidos;746.0
10965;1955;Curso Superior;Casado;76005.0;0;0;2023-04-02;2023;4;72;983;20;389;240;50;40;1;3;5;13;6;0;0;0;1;0;Não;Estados Unidos;1722.0
7129;1962;Doutorado;Solteiro;54693.0;0;1;2023-02-02;2023;2;72;686;17;142;23;26;35;8;6;4;13;6;0;0;0;0;0;Não;Estados Unidos;929.0
3732;1955;Mestrado;Solteiro;52750.0;0;1;2020-04-02;2020;4;72;393;0;239;90;69;69;6;5;7;9;4;0;0;0;0;0;Não;Chile;860.0
7124;1968;Curso Superior;Divorciado;36997.0;1;1;2020-01-02;2020;1;72;43;4;12;8;0;27;5;2;1;4;5;0;0;0;0;0;Não;Chile;94.0
10686;1965;Doutorado;Casado;34230.0;1;1;2022-03-12;2022;3;72;15;0;4;0;0;2;1;1;0;2;7;0;0;0;0;0;Não;Estados Unidos;21.0
7247;1960;Curso Superior;Divorciado;47916.0;0;1;2022-04-11;2022;4;72;505;0;26;0;0;75;5;7;4;6;6;0;1;0;0;0;Não;Alemanha;606.0
1513;1979;Segundo Grau;Casado;60839.0;1;1;2022-03-08;2022;3;72;600;21;128;223;150;128;13;2;2;12;8;0;0;0;0;0;Não;Estados Unidos;1250.0
460;1972;Doutorado;Solteiro;79930.0;0;0;2019-08-08;2019;8;72;792;86;740;67;51;17;1;3;5;8;2;0;0;0;0;0;Não;Espanha;1753.0
6653;1970;Doutorado;Solteiro;55158.0;1;1;2022-02-07;2022;2;72;293;0;87;4;11;23;4;7;2;5;7;0;0;0;0;0;Sim;Estados Unidos;418.0
9400;1958;Segundo Grau;Solteiro;85485.0;0;0;2021-04-06;2021;4;73;630;26;611;44;18;54;1;6;6;6;2;0;0;0;0;0;Não;Estados Unidos;1383.0
7106;1943;Doutorado;Solteiro;75865.0;0;0;2021-08-03;2021;8;73;483;0;591;156;0;12;1;3;5;10;1;0;0;0;0;0;Não;Estados Unidos;1242.0
4252;1965;Curso Superior;Solteiro;44375.0;0;1;2021-04-03;2021;4;73;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;Não;Estados Unidos;301.0
9240;1971;Doutorado;Solteiro;60504.0;0;1;2018-07-02;2018;7;73;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;Não;Estados Unidos;526.0
10770;1959;Curso Superior;Solteiro;65492.0;0;0;2021-03-01;2021;3;73;247;161;295;210;85;47;2;4;7;13;2;0;0;0;0;0;Não;Chile;1045.0
176;1980;Segundo Grau;Solteiro;67506.0;0;1;2018-02-01;2018;2;73;90;38;67;33;36;67;1;4;1;6;3;0;0;0;0;0;Não;Estados Unidos;331.0
6870;1959;Doutorado;Divorciado;68805.0;0;1;2023-02-09;2023;2;73;182;2;49;17;13;20;1;3;1;7;2;0;0;0;0;0;Não;Estados Unidos;283.0
143;1970;Curso Superior;Solteiro;61209.0;0;0;2023-04-08;2023;4;73;466;0;224;119;49;99;1;5;3;4;2;0;0;0;0;0;Não;Portugal;957.0
6445;1967;Curso Superior;Casado;66825.0;0;0;2023-02-07;2023;2;73;243;101;405;29;40;40;1;4;5;6;2;0;0;0;0;0;Não;Espanha;858.0
4278;1983;Doutorado;Solteiro;87188.0;0;0;2020-03-06;2020;3;73;910;111;724;49;74;55;1;10;2;6;3;0;0;0;0;0;Sim;Argentina;1923.0
6906;1953;Mestrado;Divorciado;84953.0;0;0;2020-03-06;2020;3;73;167;48;602;63;72;72;1;3;10;4;2;0;1;1;1;0;Sim;Estados Unidos;1024.0
4637;1954;Doutorado;Solteiro;74637.0;0;0;2022-05-05;2022;5;73;960;64;464;146;0;16;1;6;9;9;3;0;0;0;1;0;Não;Espanha;1650.0
8690;1962;Curso Superior;Solteiro;86111.0;0;0;2023-01-04;2023;1;73;399;28;756;36;40;126;1;5;7;10;2;0;0;0;0;0;Não;Chile;1385.0
1173;1947;Mestrado;Casado;77632.0;0;0;2020-10-03;2020;10;73;1200;105;758;0;42;147;1;4;2;6;2;0;1;1;0;0;Sim;Estados Unidos;2252.0
1928;1973;Curso Superior;Solteiro;31814.0;1;0;2020-09-02;2020;9;73;35;3;20;4;1;20;2;2;0;3;9;1;0;0;0;0;Não;Espanha;83.0
9029;1972;Doutorado;Solteiro;70116.0;0;0;2023-03-01;2023;3;73;707;44;603;95;58;29;1;2;8;12;1;0;0;0;0;0;Não;Estados Unidos;1536.0
10299;1969;Doutorado;Solteiro;48240.0;0;0;2019-09-11;2019;9;73;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;Sim;Estados Unidos;882.0
9246;1985;Mestrado;Casado;40101.0;1;0;2022-02-10;2022;2;73;171;3;129;26;24;62;4;6;1;6;7;0;0;0;0;0;Não;Argentina;415.0
4943;1953;Curso Superior;Solteiro;70503.0;0;0;2022-02-09;2022;2;73;1379;33;216;0;33;66;1;2;4;9;6;0;1;1;0;0;Não;Estados Unidos;1727.0
4122;1975;Curso Superior;Solteiro;79205.0;0;0;2022-09-08;2022;9;73;504;23;117;179;28;44;1;6;5;4;4;0;0;0;1;0;Sim;Estados Unidos;895.0
2853;1980;Curso Superior;Solteiro;51766.0;1;0;2018-11-03;2018;11;74;60;51;87;6;20;51;2;4;2;4;5;0;0;0;0;0;Não;Chile;275.0
902;1980;Curso Superior;Casado;62994.0;1;0;2018-04-03;2018;4;74;224;12;48;4;12;12;1;6;2;4;6;0;0;0;0;0;Não;Chile;312.0
1672;1974;Doutorado;Casado;65640.0;0;1;2018-01-03;2018;1;74;204;7;149;20;15;66;1;5;1;8;2;0;0;0;0;0;Não;Espanha;461.0
7254;1969;Curso Superior;Casado;38361.0;1;0;2023-03-12;2023;3;74;39;0;56;20;8;14;3;3;1;3;7;0;0;0;0;0;Não;Espanha;137.0
8775;1969;Curso Superior;Casado;38361.0;1;0;2023-03-12;2023;3;74;39;0;56;20;8;14;3;3;1;3;7;0;0;0;0;0;Não;Brasil;137.0
9543;1985;Curso Superior;Solteiro;19986.0;1;0;2023-02-11;2023;2;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;Não;Estados Unidos;22.0
7093;1985;Curso Superior;Solteiro;19986.0;1;0;2023-02-11;2023;2;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;Não;Estados Unidos;22.0
2894;1985;Curso Superior;Solteiro;72903.0;0;0;2023-07-10;2023;7;74;1067;138;750;0;19;39;1;7;5;8;4;0;1;1;1;0;Sim;Estados Unidos;2013.0
5956;1948;Doutorado;Divorciado;45072.0;1;2;2023-01-10;2023;1;74;144;2;99;7;2;30;5;6;1;4;8;0;0;0;0;0;Não;Brasil;284.0
1921;1967;Doutorado;Solteiro;59062.0;2;1;2020-03-10;2020;3;74;46;1;12;3;0;9;2;2;0;3;4;0;0;0;0;0;Não;Estados Unidos;71.0
5057;1961;Mestrado;Solteiro;61794.0;0;1;2023-02-09;2023;2;74;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;Não;Estados Unidos;611.0
10260;1965;Mestrado;Casado;45143.0;0;1;2023-03-08;2023;3;74;202;5;74;11;5;14;3;6;1;5;7;0;0;0;0;0;Não;Estados Unidos;311.0
2262;1965;Mestrado;Casado;45143.0;0;1;2023-03-08;2023;3;74;202;5;74;11;5;14;3;6;1;5;7;0;0;0;0;0;Não;Espanha;311.0
7930;1969;Mestrado;Solteiro;26877.0;0;0;2023-01-08;2023;1;74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;Não;Estados Unidos;268.0
1461;1965;Doutorado;Divorciado;36921.0;1;1;2023-01-07;2023;1;74;17;1;12;3;1;4;2;2;0;3;7;0;0;0;0;0;Não;Chile;38.0
7514;1956;Segundo Grau;Casado;54342.0;1;1;2020-03-07;2020;3;74;84;10;34;11;10;28;4;3;1;4;6;0;0;0;0;0;Não;Brasil;177.0
6461;1969;Mestrado;Solteiro;62772.0;0;1;2023-01-05;2023;1;74;581;49;157;43;8;108;1;5;6;11;2;0;1;0;0;0;Não;Estados Unidos;946.0
257;1959;Doutorado;Solteiro;75032.0;0;1;2023-01-04;2023;1;74;952;12;180;47;12;12;2;5;4;9;3;0;0;0;0;0;Não;Estados Unidos;1215.0
9460;1963;Curso Superior;Solteiro;22419.0;0;0;2022-05-04;2022;5;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;Não;Estados Unidos;162.0
3855;1963;Curso Superior;Solteiro;22419.0;0;0;2022-05-04;2022;5;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;Não;Chile;162.0
367;1978;Segundo Grau;Solteiro;36550.0;1;0;2023-01-02;2023;1;74;47;90;94;123;103;120;5;9;1;5;9;0;0;0;0;0;Não;Chile;577.0
9265;1953;Curso Superior;Solteiro;75027.0;0;1;2020-09-01;2020;9;74;925;64;179;133;12;77;2;9;4;6;5;0;0;0;0;0;Não;Espanha;1390.0
1990;1974;Doutorado;Solteiro;63159.0;0;0;2019-05-11;2019;5;74;965;34;586;89;86;37;1;3;5;8;3;1;0;0;0;0;Não;Estados Unidos;1797.0
3594;1973;Mestrado;Solteiro;54108.0;1;1;2019-05-11;2019;5;74;539;6;91;8;6;97;13;8;2;9;8;0;0;0;0;0;Não;Chile;747.0
9292;1952;Curso Superior;Solteiro;81795.0;0;0;2022-03-10;2022;3;74;324;132;693;27;118;88;1;4;11;7;2;0;0;0;0;0;Não;Estados Unidos;1382.0
6218;1965;Curso Superior;Solteiro;59594.0;0;1;2022-04-10;2022;4;74;457;4;29;0;0;9;1;8;1;7;7;0;1;0;0;0;Não;Estados Unidos;499.0
6528;1982;Mestrado;Casado;18492.0;1;0;2018-05-06;2018;5;75;2;2;2;2;1;1;1;1;0;2;8;0;0;0;0;0;Não;Estados Unidos;10.0
10164;1958;Curso Superior;Solteiro;94472.0;0;1;2018-03-04;2018;3;75;1017;33;417;108;100;16;1;5;5;5;5;0;1;1;0;0;Não;Estados Unidos;1691.0
9937;1979;Curso Superior;Solteiro;70337.0;0;0;2018-02-01;2018;2;75;187;81;149;25;43;91;1;2;2;12;1;0;0;0;0;0;Não;Portugal;576.0
274;1973;Curso Superior;Solteiro;34853.0;1;1;2023-04-12;2023;4;75;9;3;15;2;3;2;2;2;0;3;6;0;0;0;0;0;Não;Alemanha;34.0
5250;1943;Mestrado;Divorciado;52290.85259969712;0;0;2023-02-10;2023;2;75;532;126;490;164;126;126;1;5;5;11;1;0;0;1;0;0;Sim;Brasil;1564.0
11010;1984;Doutorado;Solteiro;16269.0;1;0;2023-02-08;2023;2;75;19;3;18;3;1;0;3;3;0;3;8;0;0;0;0;0;Não;Estados Unidos;44.0
6969;1982;Curso Superior;Casado;50272.0;1;0;2020-07-08;2020;7;75;99;13;66;43;8;4;3;4;1;5;7;0;0;0;0;0;Não;Brasil;233.0
10735;1971;Curso Superior;Solteiro;22804.0;1;0;2023-08-07;2023;8;75;14;1;7;2;1;1;1;2;0;2;9;0;0;0;0;0;Não;Espanha;26.0
5068;1971;Curso Superior;Solteiro;22804.0;1;0;2023-08-07;2023;8;75;14;1;7;2;1;1;1;2;0;2;9;0;0;0;0;0;Não;Estados Unidos;26.0
9974;1974;Curso Superior;Solteiro;30631.0;1;0;2020-11-07;2020;11;75;15;6;20;4;5;20;1;3;1;2;7;0;0;0;0;0;Não;Espanha;70.0
7053;1966;Doutorado;Solteiro;78420.0;0;0;2023-07-06;2023;7;75;604;28;674;91;28;28;1;3;10;8;1;0;0;0;0;0;Não;Espanha;1453.0
3179;1980;Curso Superior;Solteiro;81741.0;0;0;2023-01-06;2023;1;75;249;153;940;58;134;38;0;6;6;7;2;0;0;0;0;0;Não;Estados Unidos;1572.0
8082;1971;Curso Superior;Solteiro;25721.0;1;0;2023-01-05;2023;1;75;1;3;6;3;6;15;1;1;1;2;7;0;0;0;0;0;Sim;Brasil;34.0
1362;1972;Curso Superior;Solteiro;31907.0;0;0;2020-04-03;2020;4;75;33;87;64;175;16;74;1;6;1;6;7;0;0;0;0;0;Não;Alemanha;449.0
6768;1962;Curso Superior;Divorciado;37859.0;1;2;2020-11-01;2020;11;75;22;1;8;2;1;2;2;1;0;3;8;0;0;0;0;0;Não;Chile;36.0
2375;1972;Curso Superior;Casado;30261.0;1;2;2022-04-09;2022;4;75;8;0;5;0;3;6;1;0;0;3;8;0;0;0;0;0;Não;Estados Unidos;22.0
6856;1979;Curso Superior;Casado;21645.0;1;0;2019-03-09;2019;3;75;14;0;23;4;5;19;3;3;0;3;9;0;0;0;0;0;Sim;Alemanha;65.0
4066;1978;Segundo Grau;Divorciado;21282.0;1;0;2018-11-05;2018;11;76;1;5;8;4;8;20;2;2;1;2;6;0;0;0;0;0;Não;Estados Unidos;46.0
4333;1954;Curso Superior;Casado;32144.0;1;1;2021-04-03;2021;4;76;41;0;10;0;0;3;4;2;1;3;7;0;1;0;0;0;Não;Argentina;54.0
2948;1954;Mestrado;Divorciado;62637.0;0;1;2018-01-03;2018;1;76;104;12;48;4;12;5;1;2;2;5;2;0;0;0;0;0;Não;Chile;185.0
4927;1971;Curso Superior;Casado;16626.0;2;0;2021-03-01;2021;3;76;8;3;22;21;1;13;3;3;0;3;9;0;0;0;0;0;Não;Espanha;68.0
7426;1971;Segundo Grau;Solteiro;54690.0;1;1;2020-07-11;2020;7;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;Não;Estados Unidos;198.0
8360;1971;Segundo Grau;Solteiro;54690.0;1;1;2020-07-11;2020;7;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;Não;Estados Unidos;198.0
4058;1955;Doutorado;Solteiro;61284.0;0;0;2020-04-10;2020;4;76;618;15;106;20;7;45;1;11;2;8;6;0;1;0;0;0;Não;Estados Unidos;811.0
10755;1976;Segundo Grau;Solteiro;23718.0;1;0;2020-02-09;2020;2;76;6;3;14;15;7;36;3;3;1;2;7;0;0;0;0;0;Não;Brasil;81.0
8414;1962;Doutorado;Solteiro;33419.0;0;1;2023-02-08;2023;2;76;56;0;12;0;0;18;2;2;0;4;7;0;0;0;0;0;Não;Estados Unidos;86.0
6810;1983;Curso Superior;Divorciado;82025.0;0;0;2023-01-05;2023;1;76;267;98;606;48;70;98;1;3;2;6;1;0;0;1;0;0;Sim;Espanha;1187.0
3839;1958;Primeiro Grau;Solteiro;15056.0;1;1;2020-03-05;2020;3;76;6;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;Não;Estados Unidos;88.0
3483;1958;Curso Superior;Solteiro;48192.0;0;0;2020-06-04;2020;6;76;1039;43;204;153;58;29;3;2;8;12;8;0;1;0;1;1;Sim;Chile;1526.0
238;1967;Segundo Grau;Casado;67309.0;1;1;2023-04-01;2023;4;76;515;47;181;149;95;95;15;9;6;9;7;0;0;0;0;0;Não;Estados Unidos;1082.0
591;1957;Curso Superior;Divorciado;66033.0;0;1;2022-05-01;2022;5;76;293;35;179;46;59;65;2;8;3;7;7;0;0;0;0;0;Não;Argentina;677.0
5063;1977;Curso Superior;Solteiro;28769.0;1;0;2022-04-12;2022;4;76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;Não;Estados Unidos;191.0
4303;1957;Doutorado;Casado;6835.0;0;1;2019-08-12;2019;8;76;107;2;12;2;2;12;0;0;0;1;20;0;0;0;0;0;Não;Chile;137.0
2258;1986;Curso Superior;Solteiro;32880.0;1;0;2019-04-12;2019;4;76;8;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;Não;Estados Unidos;42.0
7301;1982;Segundo Grau;Solteiro;23616.0;1;0;2022-02-11;2022;2;76;4;22;11;3;7;32;2;3;0;3;8;0;0;0;0;0;Sim;Estados Unidos;79.0
11121;1981;Curso Superior;Solteiro;19419.0;1;0;2020-07-11;2020;7;76;2;14;28;16;3;7;4;4;0;3;9;0;0;0;0;0;Não;Argentina;70.0
5287;1973;Curso Superior;Solteiro;34961.0;1;0;2021-04-06;2021;4;77;45;2;26;4;1;1;3;3;1;3;7;0;0;0;0;0;Não;Estados Unidos;79.0
6457;1976;Curso Superior;Divorciado;64892.0;0;1;2021-07-05;2021;7;77;527;24;230;32;24;65;2;6;4;12;4;0;0;0;0;0;Não;Espanha;902.0
3559;1988;Segundo Grau;Solteiro;16248.0;1;0;2018-10-05;2018;10;77;12;11;10;3;12;9;3;2;1;3;6;0;0;0;0;0;Não;Argentina;57.0
5577;1983;Curso Superior;Casado;43776.0;1;0;2018-03-05;2018;3;77;8;0;9;2;1;3;1;1;0;2;6;0;0;0;0;0;Não;Estados Unidos;23.0
641;1967;Curso Superior;Solteiro;52074.0;0;1;2018-04-04;2018;4;77;59;0;12;0;0;48;1;2;2;2;4;1;0;0;0;0;Não;Argentina;119.0
954;1960;Primeiro Grau;Divorciado;22123.0;0;0;2021-03-03;2021;3;77;3;3;24;34;7;31;1;2;1;3;5;0;0;0;0;0;Não;Brasil;102.0
1834;1978;Mestrado;Solteiro;35544.0;1;0;2018-08-03;2018;8;77;30;5;23;4;1;4;1;2;0;3;7;0;0;0;0;0;Não;Espanha;67.0
8789;1989;Segundo Grau;Solteiro;59060.0;1;0;2018-11-01;2018;11;77;35;40;111;36;40;12;3;3;1;7;4;0;0;0;0;0;Não;Estados Unidos;274.0
10584;1976;Curso Superior;Solteiro;65665.0;0;1;2020-02-12;2020;2;77;225;162;387;106;36;29;1;5;10;8;3;0;0;0;0;0;Não;Estados Unidos;945.0
2337;1971;Curso Superior;Divorciado;29819.0;1;0;2023-01-10;2023;1;77;9;1;24;2;1;2;3;3;0;3;6;0;0;0;0;0;Não;Estados Unidos;39.0
6071;1989;Curso Superior;Solteiro;81217.0;0;0;2023-01-07;2023;1;77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;Não;Estados Unidos;1157.0
295;1989;Curso Superior;Solteiro;81217.0;0;0;2023-01-07;2023;1;77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;Não;Estados Unidos;1157.0
10203;1990;Curso Superior;Solteiro;26095.0;1;0;2023-02-06;2023;2;77;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;Não;Estados Unidos;42.0
3968;1970;Segundo Grau;Divorciado;65706.0;0;0;2023-01-06;2023;1;77;918;10;129;13;0;129;1;11;3;12;7;0;1;1;0;1;Sim;Chile;1199.0
4037;1976;Curso Superior;Divorciado;31859.0;1;0;2023-02-06;2023;2;77;3;1;3;8;0;5;1;1;0;2;7;0;0;0;0;0;Não;Espanha;20.0
6932;1941;Doutorado;Solteiro;93027.0;0;0;2023-07-04;2023;7;77;1285;42;716;55;0;21;0;7;10;5;2;0;0;1;0;0;Não;Estados Unidos;2119.0
10159;1970;Curso Superior;Divorciado;58710.0;0;1;2023-08-03;2023;8;77;440;81;368;0;122;174;6;11;5;9;6;0;0;0;0;0;Não;Brasil;1185.0
1177;1966;Mestrado;Casado;49618.0;1;1;2023-03-01;2023;3;77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;Não;Estados Unidos;129.0
9426;1964;Mestrado;Solteiro;58308.0;0;1;2020-11-01;2020;11;77;691;0;69;10;0;130;4;2;6;3;8;0;0;0;0;0;Não;Estados Unidos;900.0
10637;1964;Curso Superior;Solteiro;40800.0;1;2;2020-01-01;2020;1;77;24;0;27;8;30;10;2;3;0;3;7;0;0;0;0;0;Não;Estados Unidos;99.0
10826;1959;Curso Superior;Solteiro;18690.0;0;0;2022-03-12;2022;3;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;Não;Estados Unidos;60.0
4086;1959;Curso Superior;Solteiro;18690.0;0;0;2022-03-12;2022;3;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;Não;Alemanha;60.0
10304;1959;Curso Superior;Solteiro;18690.0;0;0;2022-03-12;2022;3;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;Não;Estados Unidos;60.0
7998;1958;Curso Superior;Casado;28087.0;1;1;2019-11-12;2019;11;77;53;8;17;13;0;21;3;2;2;2;7;0;0;0;0;0;Não;Argentina;112.0
10992;1967;Curso Superior;Casado;75702.0;1;1;2022-09-08;2022;9;77;650;28;353;45;42;30;5;4;6;11;8;0;0;0;0;0;Não;Espanha;1148.0
6383;1971;Doutorado;Casado;32892.0;1;0;2021-04-05;2021;4;78;26;0;15;2;1;2;2;3;0;3;8;0;0;0;0;0;Não;Espanha;46.0
10536;1971;Doutorado;Casado;32892.0;1;0;2021-04-05;2021;4;78;26;0;15;2;1;2;2;3;0;3;8;0;0;0;0;0;Não;Estados Unidos;46.0
6036;1959;Mestrado;Casado;89120.0;0;0;2021-02-03;2021;2;78;1168;92;408;72;129;55;1;5;6;7;1;0;0;1;0;0;Não;Estados Unidos;1924.0
11092;1961;Curso Superior;Solteiro;27116.0;1;1;2018-02-03;2018;2;78;12;1;21;2;2;3;2;2;0;3;7;0;0;0;0;0;Não;Espanha;41.0
538;1989;Curso Superior;Solteiro;46107.0;1;0;2018-10-02;2018;10;78;31;9;27;16;9;33;1;1;1;4;3;0;0;0;0;0;Não;Espanha;125.0
10022;1973;Doutorado;Solteiro;54466.0;1;1;2018-09-02;2018;9;78;12;0;4;0;0;0;1;1;0;2;5;0;0;0;0;0;Não;Estados Unidos;16.0
10157;1965;Curso Superior;Solteiro;59686.0;0;1;2021-04-01;2021;4;78;89;15;89;34;42;5;1;4;1;6;4;0;0;0;0;0;Não;Chile;274.0
3503;1950;Curso Superior;Divorciado;82460.0;0;0;2020-02-12;2020;2;78;255;47;573;52;32;15;1;5;3;6;1;0;0;0;0;0;Não;Espanha;974.0
146;1960;Doutorado;Solteiro;76045.0;0;0;2023-03-11;2023;3;78;760;53;400;17;93;0;1;4;5;11;2;0;0;0;1;0;Não;Estados Unidos;1323.0
5538;1975;Curso Superior;Divorciado;83829.0;0;0;2020-08-10;2020;8;78;897;161;430;186;161;27;0;4;7;6;1;1;0;1;1;0;Sim;Estados Unidos;1862.0
3910;1975;Curso Superior;Divorciado;83829.0;0;0;2020-08-10;2020;8;78;897;161;430;186;161;27;0;4;7;6;1;1;0;1;1;0;Sim;Estados Unidos;1862.0
4227;1968;Mestrado;Casado;32889.0;1;1;2020-06-09;2020;6;78;28;0;13;4;2;8;3;2;1;3;5;0;0;0;0;0;Não;Estados Unidos;55.0
6634;1979;Mestrado;Divorciado;33462.0;1;0;2020-07-08;2020;7;78;22;3;18;0;0;11;1;2;0;3;7;0;0;0;0;0;Não;Espanha;54.0
8916;1975;Curso Superior;Divorciado;36627.0;2;0;2023-04-07;2023;4;78;9;1;5;0;0;1;1;0;0;3;5;0;0;0;0;0;Não;Espanha;16.0
6460;1982;Curso Superior;Solteiro;28718.0;1;0;2023-07-07;2023;7;78;12;4;6;11;8;16;2;2;0;3;8;0;0;0;0;0;Não;Argentina;57.0
5883;1972;Curso Superior;Solteiro;77981.0;1;0;2023-03-05;2023;3;78;138;120;204;16;126;60;3;7;4;7;5;0;0;0;0;0;Não;Estados Unidos;664.0
10091;1956;Curso Superior;Solteiro;60230.0;0;1;2022-05-05;2022;5;78;520;20;367;39;81;40;2;6;3;6;5;0;0;0;0;0;Não;Estados Unidos;1067.0
697;1969;Curso Superior;Casado;74918.0;0;0;2020-11-03;2020;11;78;972;59;913;25;19;59;1;5;9;6;3;0;0;1;0;0;Não;Estados Unidos;2047.0
2607;1953;Curso Superior;Solteiro;40464.0;0;1;2020-11-01;2020;11;78;424;17;118;7;23;41;6;8;2;8;8;0;0;0;0;0;Não;Estados Unidos;630.0
8427;1956;Mestrado;Solteiro;64857.0;0;0;2022-04-11;2022;4;78;556;14;717;210;0;43;1;7;5;10;4;0;0;0;0;0;Não;Estados Unidos;1540.0
217;1956;Mestrado;Solteiro;64857.0;0;0;2022-04-11;2022;4;78;556;14;717;210;0;43;1;7;5;10;4;0;0;0;0;0;Não;Chile;1540.0
6202;1960;Curso Superior;Casado;63381.0;0;1;2019-05-10;2019;5;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;Não;Estados Unidos;1005.0
3856;1960;Curso Superior;Casado;63381.0;0;1;2019-05-10;2019;5;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;Não;Estados Unidos;1005.0
10648;1982;Segundo Grau;Casado;66664.0;0;0;2022-04-09;2022;4;78;398;96;447;220;96;32;1;5;7;6;3;0;0;0;0;0;Não;Estados Unidos;1289.0
5120;1982;Segundo Grau;Casado;66664.0;0;0;2022-04-09;2022;4;78;398;96;447;220;96;32;1;5;7;6;3;0;0;0;0;0;Não;Espanha;1289.0
6749;1966;Curso Superior;Solteiro;86358.0;1;1;2019-08-08;2019;8;78;957;47;494;82;47;95;4;5;3;6;8;0;0;0;0;0;Não;Estados Unidos;1722.0
1584;1977;Curso Superior;Solteiro;41443.0;1;0;2018-01-04;2018;1;79;171;7;171;25;19;89;6;8;1;5;8;0;0;0;0;0;Não;Espanha;482.0
9559;1961;Doutorado;Solteiro;57072.0;0;1;2021-04-01;2021;4;79;944;0;60;0;0;30;2;7;5;13;5;1;0;0;0;0;Não;Chile;1034.0
771;1967;Curso Superior;Casado;54178.0;0;1;2021-04-01;2021;4;79;135;9;39;4;0;7;1;2;2;5;2;0;0;0;0;0;Não;Alemanha;194.0
5237;1950;Doutorado;Solteiro;48767.0;1;2;2018-01-01;2018;1;79;28;1;21;3;0;10;3;2;1;3;5;0;0;0;0;0;Não;Brasil;63.0
2461;1955;Mestrado;Solteiro;51124.0;1;1;2022-05-12;2022;5;79;26;1;11;0;1;4;2;1;0;3;3;0;0;0;0;0;Não;Chile;43.0
5474;1970;Curso Superior;Solteiro;43020.0;1;0;2023-02-11;2023;2;79;45;7;99;4;25;43;3;4;1;4;6;0;0;0;0;0;Não;Portugal;223.0
